model_id,model_name,model_family,developer,sizes,types,benchmark_count,total_results,avg_score,model_type,model_size,provider,type,base_model,year_evaluated,inference_platform,inference_engine,organization,release_date,architecture,context_window,license,url,parameters_billion,release_date_source
Llama 3.3 Instruct Turbo (70B),Llama 3.3 Instruct Turbo (70B),,,,,39.0,44.0,67.98,,,,,,,,,,2024-11,,,,,,hf_createdat
Mixtral (8x22B),Mixtral (8x22B),,,,,20.0,20.0,42.94,,,,,,,,,,2024-04,,,,,,web_verified
OLMo (7B),OLMo (7B),,,,,9.0,9.0,26.90,,,,,,,,,,2024-01,,,,,,hf_createdat
Qwen1.5 Chat (110B),Qwen1.5 Chat (110B),,,,,9.0,9.0,61.90,,,,,,,,,,2024-04,,,,,,hf_createdat
Qwen2 Instruct (72B),Qwen2 Instruct (72B),,,,,67.0,73.0,67.37,,,,,,,,,,2024-05,,,,,,hf_createdat
Qwen2.5 Instruct Turbo (72B),Qwen2.5 Instruct Turbo (72B),,,,,44.0,49.0,69.28,,,,,,,,,,2024-09,,,,,,hf_createdat
Qwen2.5 Instruct Turbo (7B),Qwen2.5 Instruct Turbo (7B),,,,,44.0,49.0,58.24,,,,,,,,,,2024-09,,,,,,hf_createdat
Jamba Instruct,Jamba Instruct,Jamba,AI21 Labs,,,9.0,9.0,52.74,,,,,Jamba,,,,,2024-03,,,,,,web_verified
Amazon Nova Pro,Amazon Nova Pro,,,,,9.0,9.0,71.70,,,,,,,,,,2024-12,,,,,,web_verified
Amazon Nova Lite,Amazon Nova Lite,,,,,9.0,9.0,67.01,,,,,,,,,,2024-12,,,,,,web_verified
Amazon Nova Micro,Amazon Nova Micro,,,,,9.0,9.0,62.93,,,,,,,,,,2024-12,,,,,,single_haiku
Claude 3.5 Sonnet,Claude 3.5 Sonnet,,,,,126.0,131.0,66.23,,,,,,,,,,2024-06,,,,,,web_verified
Command,Command,,,,,10.0,10.0,45.53,,,,,,,,,,2022,,,,,,single_haiku
Command Light,Command Light,,,,,9.0,9.0,32.08,,,,,,,,,,2023-11,,,,,,web_verified
Command R,Command R,,,,,20.0,20.0,112.16,,,,,,,,,,2024-08,,,,,,web_verified
Gemini 1.0 Pro (002),Gemini 1.0 Pro (002),,,,,17.0,17.0,53.20,,,,,,,,,,2023-12,,,,,,single_hermes
Gemini 1.5 Pro (001),Gemini 1.5 Pro (001),,,,,53.0,54.0,52.87,,,,,,,,,,2024-02,,,,,,web_verified
Gemini 1.5 Flash (001),Gemini 1.5 Flash (001),,,,,22.0,22.0,70.07,,,,,,,,,,2024-05,,,,,,single_hermes
Gemini 1.5 Pro (002),Gemini 1.5 Pro (002),,,,,23.0,24.0,58.39,,,,,,,,,,2024-05,,,,,,web_verified
Gemini 1.5 Flash (002),Gemini 1.5 Flash (002),,,,,19.0,19.0,52.69,,,,,,,,,,2024-09,,,,,,web_verified
Gemini 2.0 Flash (Experimental),Gemini 2.0 Flash (Experimental),,,,,10.0,10.0,72.54,,,,,,,,,,2024-12,,,,,,web_verified
PaLM-2 (Unicorn),PaLM-2 (Unicorn),,,,,9.0,9.0,63.95,,,,,,,,,,2023-05,,,,,,single_hermes
Yi Large (Preview),Yi Large (Preview),,,,,9.0,9.0,56.55,,,,,,,,,,2023-10,,,,,,single_hermes
Mistral Small (2402),Mistral Small (2402),,,,,9.0,9.0,53.35,,,,,,,,,,2024-02,,,,,,web_verified
Mistral Medium (2312),Mistral Medium (2312),,,,,9.0,9.0,50.44,,,,,,,,,,2023-10,,,,,,sourced_evidence
Mistral Large (2402),Mistral Large (2402),,,,,12.0,12.0,143.57,,,,,,,,,,2024-02,,,,,,web_verified
Mistral NeMo (2402),Mistral NeMo (2402),,,,,9.0,9.0,56.68,,,,,,,,,,2024-03,,,,,,sourced_evidence
GPT-3.5 (text-davinci-003),GPT-3.5 (text-davinci-003),,,,,9.0,9.0,57.23,,,,,,,,,,2022-11,,,,,,corroborated_month
GPT-3.5 (text-davinci-002),GPT-3.5 (text-davinci-002),,,,,9.0,9.0,53.40,,,,,,,,,,2023-01,,,,,,sourced_evidence
GPT-4 Turbo (1106 preview),GPT-4 Turbo (1106 preview),,,,,9.0,9.0,67.19,,,,,,,,,,2023-11,,,,,,single_hermes
GPT-4 (0613),GPT-4 (0613),,,,,10.0,10.0,73.17,,,,,,,,,,2023-03,,,,,,single_hermes
GPT-4 Turbo (2024-04-09),GPT-4 Turbo (2024-04-09),,,,,30.0,30.0,81.47,,,,,,,,,,2024-04,,,,,,existing
GPT-4o (2024-08-06),GPT-4o (2024-08-06),,,,,11.0,11.0,73.07,,,,,,,,,,2024-08,,,,,,existing
Solar Pro,Solar Pro,SOLAR,Upstage,,,9.0,9.0,63.76,,,,,,,,,,2024-12,,,,,,web_verified
Palmyra X V2 (33B),Palmyra X V2 (33B),,,,,9.0,9.0,62.29,,,,,,,,,,2023-05,,,,,,single_hermes
Palmyra X V3 (72B),Palmyra X V3 (72B),,,,,9.0,9.0,66.05,,,,,,,,,,2023-05,,,,,,single_hermes
Palmyra-X-004,Palmyra-X-004,,,,,14.0,14.0,78.23,,,,,,,,,,2023-05,,,,,,single_hermes
Marin 8B Instruct,Marin 8B Instruct,Marin,Marin Community,,,5.0,5.0,87.00,,,,,Marin-8B,,,,,2025-05,,,,,,hf_createdat
OLMo 2 32B Instruct March 2025,OLMo 2 32B Instruct March 2025,,,,,5.0,5.0,89.65,,,,,,,,,,2025-03,,,,,,web_verified
OLMo 2 13B Instruct November 2024,OLMo 2 13B Instruct November 2024,,,,,5.0,5.0,77.30,,,,,,,,,,2024-11,,,,,,web_verified
OLMo 2 7B Instruct November 2024,OLMo 2 7B Instruct November 2024,,,,,5.0,5.0,72.90,,,,,,,,,,2024-11,,,,,,web_verified
OLMoE 1B-7B Instruct January 2025,OLMoE 1B-7B Instruct January 2025,,,,,5.0,5.0,70.10,,,,,,,,,,2025-01,,,,,,web_verified
IBM Granite 4.0 Micro,IBM Granite 4.0 Micro,,,,,5.0,5.0,85.51,,,,,,,,,,2025-09,,,,,,hf_createdat
IBM Granite 4.0 Small,IBM Granite 4.0 Small,,,,,5.0,5.0,91.16,,,,,,,,,,2025-09,,,,,,hf_createdat
IBM Granite 4.0 Small (with guardian),IBM Granite 4.0 Small (with guardian),,,,,5.0,5.0,91.36,,,,,,,,,,2025-09,,,,,,hf_createdat
IBM Granite 4.0 Micro (with guardian),IBM Granite 4.0 Micro (with guardian),,,,,5.0,5.0,87.31,,,,,,,,,,2025-09,,,,,,hf_createdat
DeepSeek R1 (hide reasoning),DeepSeek R1 (hide reasoning),,,,,5.0,5.0,86.83,,,,,,,,,,2025-01,,,,,,hf_createdat
GLM-4.5-Air-FP8,GLM-4.5-Air-FP8,,,,,5.0,5.0,90.10,,,,,,,,,,2024,,,,,,corroborated_year
gpt-oss-120b,gpt-oss-120b,,,,,25.0,25.0,51.41,,,,,,,,,,2025-08,,,,,,web_cited
gpt-oss-20b,gpt-oss-20b,,,,,23.0,23.0,44.13,,,,,,,,,,2025-08,,,,,,web_cited
Llama 3 Instruct (70B),Llama 3 Instruct (70B),,,,,25.0,25.0,78.34,,,,,,,,,,2024-04,,,,,,hf_createdat
Llama 3 Instruct (8B),Llama 3 Instruct (8B),,,,,25.0,25.0,32.15,,,,,,,,,,2024-04,,,,,,hf_createdat
Llama 4 Maverick (17Bx128E) Instruct FP8,Llama 4 Maverick (17Bx128E) Instruct FP8,,,,,35.0,40.0,60.60,,,,,,,,,,2025-04,,,,,,hf_createdat
Mixtral Instruct (8x22B),Mixtral Instruct (8x22B),,,,,34.0,35.0,63.97,,,,,,,,,,2024-04,,,,,,web_verified
Mixtral Instruct (8x7B),Mixtral Instruct (8x7B),,,,,57.0,58.0,93.00,,,,,,,,,,2023-12,,,,,,web_verified
Qwen1.5 Chat (72B),Qwen1.5 Chat (72B),,,,,13.0,13.0,65.11,,,,,,,,,,2024-01,,,,,,hf_createdat
Qwen3 235B A22B FP8 Throughput,Qwen3 235B A22B FP8 Throughput,,,,,5.0,5.0,89.96,,,,,,,,,,2025,,,,,,corroborated_year
Qwen3 235B A22B Instruct 2507 FP8,Qwen3 235B A22B Instruct 2507 FP8,,,,,11.0,11.0,86.59,,,,,,,,,,2025-07,,,,,,web_verified
Qwen3-Next 80B A3B Thinking,Qwen3-Next 80B A3B Thinking,,,,,5.0,5.0,94.78,,,,,,,,,,2025-09,,,,,,hf_createdat
Gemini 2.0 Flash Lite (02-05 preview),Gemini 2.0 Flash Lite (02-05 preview),,,,,5.0,5.0,90.79,,,,,,,,,,2025-02,,,,,,web_verified
Gemini 2.0 Pro (02-05 preview),Gemini 2.0 Pro (02-05 preview),,,,,5.0,5.0,90.51,,,,,,,,,,2025-02,,,,,,web_verified
Gemini 2.5 Flash (04-17 preview),Gemini 2.5 Flash (04-17 preview),,,,,5.0,5.0,91.18,,,,,,,,,,2025-04,,,,,,web_verified
Gemini 2.5 Pro (03-25 preview),Gemini 2.5 Pro (03-25 preview),,,,,5.0,5.0,91.40,,,,,,,,,,2025-03,,,,,,web_verified
Gemini 3 Pro (Preview),Gemini 3 Pro (Preview),,,,,19.0,19.0,71.37,,,,,,,,,,2025-12,,,,,,sourced_evidence
GPT-3.5 Turbo (0125),GPT-3.5 Turbo (0125),,,,,25.0,25.0,70.25,,,,,,,,,,2022-11,,,,,,single_hermes
Palmyra X5,Palmyra X5,,,,,5.0,5.0,92.64,,,,,,,,,,2023-05,,,,,,single_hermes
Palmyra Fin,Palmyra Fin,,,,,5.0,5.0,94.79,,,,,,,,,,2023-05,,,,,,single_hermes
Grok 3 mini Beta,Grok 3 mini Beta,,,,,6.0,6.0,301.35,,,,,,,,,,2025-02,,,,,,web_verified
Gemini 2.5 Pro (05-06 preview),Gemini 2.5 Pro (05-06 preview),,,,,36.0,36.0,44.80,,,,,,,,,,2025-05,,,,,,web_verified
Llama 3.3 Instruct (70B),Llama 3.3 Instruct (70B),,,,,50.0,50.0,67.96,,,,,,,,,,2024-11,,,,,,hf_createdat
OpenThaiLLM-Prebuilt-7B (7B),OpenThaiLLM-Prebuilt-7B (7B),,,,,4.0,4.0,55.83,,,,,,,,,,2023-11,,,,,,sourced_evidence
Pathumma-llm-text-1.0.0 (7B),Pathumma-llm-text-1.0.0 (7B),,,,,4.0,4.0,53.15,,,,,,,,,,2024-06,,,,,,sourced_evidence
Typhoon 1.5X instruct (8B),Typhoon 1.5X instruct (8B),LLaMA 3,Typhoon AI,,,4.0,4.0,51.56,,,,,Llama 3 (8B),,,,,2023-12,,,,,,sourced_evidence
Llama 3 CPT SEA-Lion v2 (8B),Llama 3 CPT SEA-Lion v2 (8B),,,,,4.0,4.0,46.29,,,,,,,,,,2024-07,,,,,,hf_createdat
Llama 3 CPT SEA-Lion v2.1 Instruct (8B),Llama 3 CPT SEA-Lion v2.1 Instruct (8B),,,,,4.0,4.0,53.87,,,,,,,,,,2024-07,,,,,,hf_createdat
OpenThaiGPT v1.0.0 (13B),OpenThaiGPT v1.0.0 (13B),,,,,4.0,4.0,39.93,,,,,,,,,,2023-09,,,,,,sourced_evidence
OpenThaiGPT v1.0.0 (7B),OpenThaiGPT v1.0.0 (7B),,,,,4.0,4.0,33.78,,,,,,,,,,2023-09,,,,,,sourced_evidence
Sailor Chat (14B),Sailor Chat (14B),Sailor,Sea AI Lab,,,4.0,4.0,48.41,,,,,Qwen2 14B,,,,,2024-04,,,,,,sourced_evidence
Sailor Chat (7B),Sailor Chat (7B),Sailor,Sea AI Lab,,,4.0,4.0,40.24,,,,,Qwen2 7B,,,,,2024-04,,,,,,web_verified
SambaLingo-Thai-Chat,SambaLingo-Thai-Chat,LLaMA 2,SambaNova Systems,,,4.0,4.0,35.63,,,,,Llama-2-7B,,,,,2024-02,,,,,,hf_createdat
SambaLingo-Thai-Chat-70B,SambaLingo-Thai-Chat-70B,LLaMA 2,SambaNova Systems,,,4.0,4.0,51.52,,,,,Llama-2-70B,,,,,2024-04,,,,,,hf_createdat
SEA-LION 7B Instruct,SEA-LION 7B Instruct,SEA-LION,AI Singapore,,,4.0,4.0,21.47,,,,,SEA-LION v1 (7B),,,,,2024,,,,,,corroborated_year
SeaLLM v2 (7B),SeaLLM v2 (7B),,,,,4.0,4.0,40.68,,,,,,,,,,2023-12,,,,,,sourced_evidence
SeaLLM v2.5 (7B),SeaLLM v2.5 (7B),,,,,4.0,4.0,47.56,,,,,,,,,,2024-09,,,,,,sourced_evidence
Typhoon (7B),Typhoon (7B),,,,,4.0,4.0,44.30,,,,,,,,,,2023-08,,,,,,sourced_evidence
Typhoon v1.5 Instruct (8B),Typhoon v1.5 Instruct (8B),LLaMA 3,Typhoon AI,,,4.0,4.0,50.38,,,,,Llama 3 (8B),,,,,2023-12,,,,,,sourced_evidence
Qwen1.5 Chat (7B),Qwen1.5 Chat (7B),,,,,4.0,4.0,44.57,,,,,,,,,,2024-01,,,,,,hf_createdat
Llama 3.1 Instruct (405B),Llama 3.1 Instruct (405B),,,,,10.0,10.0,46.12,,,,,,,,,,2024-07,,,,,,hf_createdat
Llama 3.1 Instruct (70B),Llama 3.1 Instruct (70B),,,,,10.0,10.0,44.36,,,,,,,,,,2024-07,,,,,,hf_createdat
Llama 3.1 Instruct (8B),Llama 3.1 Instruct (8B),,,,,10.0,10.0,28.85,,,,,,,,,,2024-07,,,,,,hf_createdat
Llama 3.2 Instruct Turbo (3B),Llama 3.2 Instruct Turbo (3B),,,,,4.0,4.0,16.73,,,,,,,,,,2024-09,,,,,,hf_createdat
Gemma2 9B CPT SEA-LIONv3 Instruct,Gemma2 9B CPT SEA-LIONv3 Instruct,,,,,24.0,29.0,14.46,,,,,,,,,,2024-10,,,,,,hf_createdat
Llama3.1 8B CPT SEA-LIONv3 Instruct,Llama3.1 8B CPT SEA-LIONv3 Instruct,,,,,24.0,29.0,54.43,,,,,,,,,,2024-12,,,,,,hf_createdat
Gemini 2.0 Flash Lite,Gemini 2.0 Flash Lite,,,,,26.0,31.0,97.21,,,,,,,,,,2025-02,,,,,,web_verified
AceGPT-v2-32B-Chat,AceGPT-v2-32B-Chat,AceGPT,FreedomIntelligence,,,6.0,6.0,73.46,,,,,Qwen2.5-32B,,,,,2023-09,,,,,,sourced_evidence
AceGPT-v2-70B-Chat,AceGPT-v2-70B-Chat,AceGPT,FreedomIntelligence,,,6.0,6.0,75.71,,,,,Llama 3.1 (70B),,,,,2023-09,,,,,,sourced_evidence
AceGPT-v2-8B-Chat,AceGPT-v2-8B-Chat,AceGPT,FreedomIntelligence,,,6.0,6.0,66.21,,,,,Llama 3 (8B),,,,,2023-09,,,,,,sourced_evidence
ALLaM-7B-Instruct-preview,ALLaM-7B-Instruct-preview,ALLaM,ALLaM,,,6.0,6.0,73.06,,,,,LLaMA (7B),,,,,2023-10,,,,,,sourced_evidence
Jais-adapted-13b-chat,Jais-adapted-13b-chat,,,,,6.0,6.0,62.00,,,,,,,,,,2024-08,,,,,,hf_createdat
Jais-adapted-70b-chat,Jais-adapted-70b-chat,,,,,6.0,6.0,69.15,,,,,,,,,,2024-08,,,,,,hf_createdat
Jais-adapted-7b-chat,Jais-adapted-7b-chat,,,,,6.0,6.0,55.28,,,,,,,,,,2024-08,,,,,,hf_createdat
Jais-family-30b-16k-chat,Jais-family-30b-16k-chat,,,,,6.0,6.0,66.43,,,,,,,,,,2024-08,,,,,,hf_createdat
SILMA 9B,SILMA 9B,,,,,6.0,6.0,65.68,,,,,,,,,,2024-06,,,,,,sourced_evidence
Mistral Large (2411),Mistral Large (2411),,,,,8.0,8.0,216.93,,,,,,,,,,2024-11,,,,,,hf_createdat
Cohere Labs Command A,Cohere Labs Command A,,,,,6.0,6.0,78.36,,,,,,,,,,2025-03,,,,,,hf_createdat
Qwen3.5 9B,Qwen3.5 9B,,,,,7.0,7.0,75.53,,,,,,,,,,2026-02,,,,,,hf_createdat
incept-arabic-1,incept-arabic-1,,,,,6.0,6.0,87.12,,,,,,,,,,2024-08,,,,,,sourced_evidence
OpenR1-Distill-Qwen2.5-extra-math-pretraining Math (7B),OpenR1-Distill-Qwen2.5-extra-math-pretraining Math (7B),,,,,1.0,1.0,50.00,,,,,,,,,,2024-09,,,,,,single_hermes
OpenR1-Distill-Qwen3 Math (1.7B),OpenR1-Distill-Qwen3 Math (1.7B),,,,,1.0,1.0,16.67,,,,,,,,,,2025-04,,,,,,single_hermes
Qwen3 Base (0.6B),Qwen3 Base (0.6B),,,,,1.0,1.0,6.67,,,,,,,,,,2025-04,,,,,,web_cited
Qwen3 Base (1.7B),Qwen3 Base (1.7B),,,,,1.0,1.0,3.33,,,,,,,,,,2025-04,,,,,,sourced_evidence
Qwen3 Base (4B),Qwen3 Base (4B),,,,,1.0,1.0,6.67,,,,,,,,,,2025-04,,,,,,web_cited
Qwen3 Base (8B),Qwen3 Base (8B),,,,,1.0,1.0,20.00,,,,,,,,,,2025-04,,,,,,web_cited
GPT-4o (HPT),GPT-4o (HPT),,,,,2.0,2.0,61.27,,,,,,,,,,2024-05,,,,,,web_cited
ChatGPT,ChatGPT,GPT-3.5,OpenAI,,,2.0,2.0,31.40,,,,,GPT-3.5-Turbo,,,,,2022-11,,,,,,single_haiku
Knowledge model,Knowledge model,,,,,1.0,1.0,79.20,,,,,,,,,,,,,,,,
Bloomberg GPT,Bloomberg GPT,,,,,9.0,9.0,49.36,,,,,,,,,,2022-11,,,,,,sourced_evidence
GPT-NeoX,GPT-NeoX,,,,,9.0,9.0,44.32,,,,,,,,,,2022-04,,,,,,hf_createdat
MT5 Large,MT5 Large,,,,,8.0,8.0,53.25,,,,,,,,,,2020-10,,,,,,single_haiku
RuGPT3XL few-shot,RuGPT3XL few-shot,,,,,8.0,8.0,53.96,,,,,,,,,,2021,,,,,,single_haiku
RuGPT3Large,RuGPT3Large,,,,,8.0,8.0,48.79,,,,,,,,,,2021,,,,,,single_haiku
RuGPT3Medium,RuGPT3Medium,,,,,8.0,8.0,47.54,,,,,,,,,,2021,,,,,,single_haiku
YaLM 1.0B few-shot,YaLM 1.0B few-shot,,,,,8.0,8.0,58.23,,,,,,,,,,2021,,,,,,single_haiku
RuGPT3Small,RuGPT3Small,,,,,8.0,8.0,45.81,,,,,,,,,,2021,,,,,,single_haiku
Shakti-LLM (2.5B),Shakti-LLM (2.5B),,,,,3.0,3.0,70.93,,,,,,,,,,2023-11,,,,,,sourced_evidence
GPT-4o-2024-08-06-128k,GPT-4o-2024-08-06-128k,,,,,1.0,1.0,12.24,,,,,,,,,,2024-08,,,,,,existing
Mistral-v02-7B-32k,Mistral-v02-7B-32k,,,,,1.0,1.0,8.27,,,,,,,,,,2023-12,,,,,,hf_createdat
Llama-3-IT-8B-32k,Llama-3-IT-8B-32k,,,,,1.0,1.0,10.16,,,,,,,,,,2024-04,,,,,,web_cited
Llama-3-IT-8B-8k,Llama-3-IT-8B-8k,,,,,1.0,1.0,10.98,,,,,,,,,,2024-04,,,,,,web_cited
Command-R-v01-34B,Command-R-v01-34B,,,,,1.0,1.0,13.62,,,,,,,,,,2024-03,,,,,,hf_createdat
GPT-3.5-Turbo-0613-16k,GPT-3.5-Turbo-0613-16k,,,,,1.0,1.0,13.78,,,,,,,,,,2023-06,,,,,,sourced_evidence
ChatGPT 3.5 SpatialFormat,ChatGPT 3.5 SpatialFormat,GPT-3.5,OpenAI,,,1.0,1.0,70.10,,,,,GPT-3.5-Turbo,,,,,2022-11,,,,,,single_haiku
Unicorn 11B,Unicorn 11B,,,,,4.0,4.0,85.97,,,,,,,,,,2023-08,,,,,,sourced_evidence
LLaMA-2 13B + MixLoRA,LLaMA-2 13B + MixLoRA,,,,,5.0,5.0,81.80,,,,,,,,,,2023-07,,,,,,single_hermes
UnifiedQA 3B,UnifiedQA 3B,,,,,2.0,2.0,82.55,,,,,,,,,,2020-04,,,,,,single_haiku
LLaMA-3 8B + MixLoRA,LLaMA-3 8B + MixLoRA,,,,,5.0,5.0,82.98,,,,,,,,,,2024-04,,,,,,verified_arxiv
LLaMA-2 7B + MixLoRA,LLaMA-2 7B + MixLoRA,,,,,5.0,5.0,74.76,,,,,,,,,,2023-07,,,,,,single_hermes
GPT-1 117M,GPT-1 117M,,,,,1.0,1.0,63.00,,,,,,,,,,2018-06,,,,,,single_haiku
phi-1.5 1.3B,phi-1.5 1.3B,,,,,1.0,1.0,52.60,,,,,,,,,,2023,,,,,,corroborated_year
Vega v2 6B (KD-based prompt transfer),Vega v2 6B (KD-based prompt transfer),,,,,2.0,2.0,99.30,,,,,,,,,,2022-06,,,,,,single_haiku
ST-MoE-32B 269B,ST-MoE-32B 269B,,,,,7.0,7.0,94.24,,,,,,,,,,2022-01,,,,,,single_haiku
Turing NLR v5 XXL 5.4B,Turing NLR v5 XXL 5.4B,,,,,6.0,6.0,94.77,,,,,,,,,,2023-09,,,,,,sourced_evidence
PaLM 2-L,PaLM 2-L,,,,,14.0,14.0,72.24,,,,,,,,,,2023-05,,,,,,corroborated_month
ST-MoE-L 4.1B,ST-MoE-L 4.1B,,,,,7.0,7.0,82.59,,,,,,,,,,2022-01,,,,,,single_haiku
T0-3B,T0-3B,,,,,4.0,4.0,70.03,,,,,,,,,,2021-10,,,,,,single_haiku
PaLM 2-M,PaLM 2-M,,,,,14.0,14.0,67.68,,,,,,,,,,2023-05,,,,,,corroborated_month
Flipped-3B,Flipped-3B,,,,,5.0,5.0,70.48,,,,,,,,,,2022-10,,,,,,sourced_evidence
PaLM 2-S,PaLM 2-S,,,,,14.0,14.0,65.34,,,,,,,,,,2023-05,,,,,,corroborated_month
UL2 20B,UL2 20B,,,,,5.0,13.0,45.88,,,,,,,,,,2022-06,,,,,,hf_createdat
Hybrid H3 2.7B,Hybrid H3 2.7B,,,,,1.0,2.0,79.00,,,,,,,,,,2022-12,,,,,,verified_arxiv
RoE-3B,RoE-3B,,,,,5.0,5.0,65.17,,,,,,,,,,,,,,,,
AlexaTM 20B,AlexaTM 20B,,,,,3.0,3.0,68.50,,,,,,,,,,2023-04,,,,,,single_haiku
Neo-6B,Neo-6B,,,,,4.0,4.0,50.62,,,,,,,,,,2021-03,,,,,,single_haiku
Gshard 9B,Gshard 9B,,,,,5.0,5.0,67.10,,,,,,,,,,2020-10,,,,,,single_haiku
Switch Transformer 9B,Switch Transformer 9B,,,,,4.0,4.0,70.40,,,,,,,,,,2021-01,,,,,,single_haiku
GPT-3 Large 760M,GPT-3 Large 760M,,,,,5.0,5.0,71.56,,,,,,,,,,2020,,,,,,corroborated_year
HASH Layers 10B,HASH Layers 10B,,,,,5.0,5.0,62.28,,,,,,,,,,2021-06,,,,,,verified_arxiv
Base Layers 10B,Base Layers 10B,,,,,5.0,5.0,59.98,,,,,,,,,,2021-03,,,,,,verified_arxiv
Neo-6B (QA),Neo-6B (QA),,,,,4.0,4.0,53.25,,,,,,,,,,2021-03,,,,,,single_haiku
SGPT-CE-6.1B,SGPT-CE-6.1B,,,,,6.0,6.0,51.15,,,,,,,,,,2021-12,,,,,,sourced_evidence
SGPT-BE-5.8B,SGPT-BE-5.8B,,,,,6.0,6.0,55.40,,,,,,,,,,2021-12,,,,,,sourced_evidence
T5-3B,T5-3B,,,,,4.0,4.0,75.63,,,,,,,,,,2019-10,,,,,,single_haiku
LLaMA2,LLaMA2,,,,,1.0,1.0,18.50,,,,,,,,,,2023-07,,,,,,single_hermes
RankRAG-llama3-70b,RankRAG-llama3-70b,,,,,2.0,2.0,70.35,,,,,,,,,,2024-07,,,,,,web_verified
RankRAG-llama3-8b,RankRAG-llama3-8b,,,,,2.0,2.0,66.75,,,,,,,,,,2024-07,,,,,,web_verified
Search-o1,Search-o1,,,,,2.0,2.0,45.35,,,,,,,,,,2025-01,,,,,,web_verified
GLaM 62B/64E,GLaM 62B/64E,,,,,4.0,8.0,50.35,,,,,,,,,,2021-12,,,,,,single_haiku
LLaMA 7B (Contriever),LLaMA 7B (Contriever),,,,,1.0,1.0,26.07,,,,,,,,,,2021-12,,,,,,sourced_evidence
Meditron-70B,Meditron-70B,,,,,1.0,1.0,81.60,,,,,,,,,,2023-11,,,,,,hf_createdat
BioGPT-Large(1.5B),BioGPT-Large(1.5B),,,,,1.0,1.0,81.00,,,,,,,,,,2023-02,,,,,,hf_createdat
RankRAG-llama3-70B,RankRAG-llama3-70B,,,,,1.0,1.0,79.80,,,,,,,,,,2024-07,,,,,,web_verified
"Flan-PaLM (540B, Few-shot)","Flan-PaLM (540B, Few-shot)",,,,,1.0,1.0,79.00,,,,,,,,,,2022-10,,,,,,sourced_evidence
BioGPT(345M),BioGPT(345M),,,,,1.0,1.0,78.20,,,,,,,,,,2022-11,,,,,,hf_createdat
"Flan-PaLM (62B, Few-shot)","Flan-PaLM (62B, Few-shot)",,,,,1.0,1.0,77.20,,,,,,,,,,2022-10,,,,,,sourced_evidence
BioMedGPT-10B,BioMedGPT-10B,,,,,1.0,1.0,76.10,,,,,,,,,,2023-09,,,,,,hf_createdat
"Flan-PaLM (540B, SC)","Flan-PaLM (540B, SC)",,,,,1.0,1.0,75.20,,,,,,,,,,2022-10,,,,,,sourced_evidence
Med-PaLM 2 (ER),Med-PaLM 2 (ER),,,,,1.0,1.0,75.00,,,,,,,,,,2023,,,,,,corroborated_year
CoT-T5-11B,CoT-T5-11B,,,,,1.0,1.0,73.42,,,,,,,,,,2023-06,,,,,,hf_createdat
"Flan-PaLM (8B, Few-shot)","Flan-PaLM (8B, Few-shot)",,,,,1.0,1.0,67.60,,,,,,,,,,2022-10,,,,,,sourced_evidence
"PaLM (62B, Few-shot)","PaLM (62B, Few-shot)",,,,,1.0,1.0,57.80,,,,,,,,,,2022-04,,,,,,sourced_evidence
"PaLM (540B, Few-shot)","PaLM (540B, Few-shot)",,,,,1.0,1.0,55.00,,,,,,,,,,2022-04,,,,,,sourced_evidence
"PaLM (8B, Few-shot)","PaLM (8B, Few-shot)",,,,,1.0,1.0,34.00,,,,,,,,,,2022-04,,,,,,sourced_evidence
GPT-Neo (2.7 B),GPT-Neo (2.7 B),,,,,1.0,1.0,19.50,,,,,,,,,,2021-03,,,,,,single_haiku
U-PaLM 540B,U-PaLM 540B,,,,,1.0,1.0,76.60,,,,,,,,,,2023,,,,,,corroborated_year
Minerva 540B,Minerva 540B,,,,,3.0,5.0,51.58,,,,,,,,,,2022-12,,,,,,single_haiku
mT5,mT5,,,,,4.0,4.0,61.65,,,,,,,,,,2020-10,,,,,,single_haiku
"PaLM 540B (Self Improvement, Self Consistency)","PaLM 540B (Self Improvement, Self Consistency)",,,,,4.0,4.0,80.35,,,,,,,,,,2023-02,,,,,,sourced_evidence
"PaLM 540B (Self Improvement, Standard-Prompting)","PaLM 540B (Self Improvement, Standard-Prompting)",,,,,4.0,4.0,63.98,,,,,,,,,,2023-02,,,,,,sourced_evidence
PaLM 540B (Standard-Prompting),PaLM 540B (Standard-Prompting),,,,,4.0,4.0,55.20,,,,,,,,,,2022-04,,,,,,sourced_evidence
Vega v2 6B,Vega v2 6B,,,,,2.0,2.0,91.05,,,,,,,,,,2022-06,,,,,,single_haiku
Bloomberg GPT 50B,Bloomberg GPT 50B,,,,,8.0,8.0,58.49,,,,,,,,,,2022-11,,,,,,sourced_evidence
BLOOM 176B,BLOOM 176B,,,,,51.0,51.0,40.11,,,,,,,,,,2022-07,,,,,,corroborated_month
GPT-NeoX 20B,GPT-NeoX 20B,,,,,9.0,9.0,51.88,,,,,,,,,,2022-04,,,,,,hf_createdat
OPT 66B,OPT 66B,,,,,18.0,18.0,48.87,,,,,,,,,,2022-06,,,,,,hf_createdat
ChatGPT w/ tkg,ChatGPT w/ tkg,GPT-3.5,OpenAI,,,1.0,1.0,75.40,,,,,GPT-3.5-Turbo,,,,,2022-11,,,,,,single_haiku
